Population ID (Patch ID),Actual Population ID,Plant #,"Pollinia Removed (Inflorescence 1, Flower 1)","Pollinia Removed (Inflorescence 1, Flower 2)","Pollinia Removed (Inflorescence 1, Flower 3)","Pollinia Removed (Inflorescence 2, Flower 1)","Pollinia Removed (Inflorescence 2, Flower 2)","Pollinia Removed (Inflorescence 2, Flower 3)","Pollinia Removed (Inflorescence 3, Flower 1)","Pollinia Removed (Inflorescence 3, Flower 2)","Pollinia Removed (Inflorescence 3, Flower 3)",Area (sq m),Plants Present,Weevil Attack/Eggs,2011 NLCD Land Use/Land Cover within 200 m,Notes,"Population Age Stage (Early, Middle, Late)",Pods Seen,Date Found,Latitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Longitude,Date Revisited,Height (cm),Pods Produced,Peduncles,Leaf collected?,"Leaf collected? 1 = yes, 0 = no",Seeds collected?,"Seeds collected? 1 = yes, 0 = no",Notes
AS027,MW014,2,1,1,0,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,13,7/12/2018,43.648581,-79.521463,"2 collected, 3 ladybugs seen",,,,,,,,,,9/10/2018,82,1,2,yes,1,yes,1,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS027,MW014,3,First inflorescence too old,First inflorescence too old,First inflorescence too old,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,0,7/12/2018,43.648581,-79.521463,monarch eggs seen,,,,,,,,,,9/10/2018,91,5,3,yes,1,no- immature seeds,0,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS027,MW014,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,3,7/12/2018,43.648581,-79.521463,,,,,,,,,,,9/10/2018,82,2,4,yes,1,yes,1,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS027,MW014,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,0,7/12/2018,43.648581,-79.521463,monarch egg seen,,,,,,,,,,9/10/2018,79,1,4,yes,1,yes,1,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS028,MW015,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,6,7/12/2018,43.661177,-79.500382,,,,,,,,,,,9/10/2018,114,5,2,yes,1,yes,1,Dense patch. <3m between plants
AS028,MW015,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,2,7/12/2018,43.661177,-79.500382,1 collected. 7 monarch eggs seen.,,,,,,,,,,9/10/2018,78,5,2,yes,1,yes,1,Dense patch. <3m between plants
AS028,MW015,3,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,0,7/12/2018,43.661177,-79.500382,2 collected.,,,,,,,,,,9/10/2018,123,2,1,yes,1,yes,1,Dense patch. <3m between plants
AS028,MW015,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,2,7/12/2018,43.661177,-79.500382,monarch eggs seen.,,,,,,,,,,9/10/2018,137,7,3,yes,1,yes,1,Dense patch. <3m between plants
AS028,MW015,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,2,7/12/2018,43.661177,-79.500382,,,,,,,,,,,9/10/2018,123,1,2,yes,1,yes,1,Dense patch. <3m between plants
AS029,MW016,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,0,7/12/2018,43.711948,-79.535894,,,,,,,,,,,9/12/2018,88,2,1,yes,1,yes,1,Original sampled plants mown; crossed ramp and sampled from there!
AS029,MW016,2,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,4,7/12/2018,43.711948,-79.535894,,,,,,,,,,,9/12/2018,72,1,1,yes,1,yes,1,Original sampled plants mown; crossed ramp and sampled from there!
AS029,MW016,3,3,0,0,0,2,0,3,0,5,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,0,7/12/2018,43.711948,-79.535894,"1 collected, already dead",,,,,,,,,,9/12/2018,129,0,6,yes,1,no,0,Original sampled plants mown; crossed ramp and sampled from there!
AS029,MW016,4,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,3,7/12/2018,43.711948,-79.535894,1 collected,,,,,,,,,,9/12/2018,88,0,4,yes,1,no,0,Original sampled plants mown; crossed ramp and sampled from there!
AS029,MW016,5,1,0,4,4,3,0,1,0,1,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,0,7/12/2018,43.711948,-79.535894,"bumblebee, earwig seen. 1 milkweed beetle collected.",,,,,,,,,,9/12/2018,97,4,2,yes,1,yes,1,Original sampled plants mown; crossed ramp and sampled from there!
AS030,MW017,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,16,7/13/2018,43.501061,-79.844567,,,,,,,,,,,9/13/2018,117,7,4,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS030,MW017,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,11,7/13/2018,43.501061,-79.844567,,,,,,,,,,,9/13/2018,118,5,6,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS030,MW017,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,12,7/13/2018,43.501061,-79.844567,,,,,,,,,,,9/13/2018,113,5,3,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS030,MW017,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,10,7/13/2018,43.501061,-79.844567,,,,,,,,,,,9/13/2018,105,4,3,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS030,MW017,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,0,7/13/2018,43.501061,-79.844567,,,,,,,,,,,9/13/2018,120,6,4,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS031,MW018,1,5,3,3,3,3,2,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,0,7/13/2018,43.484111,-79.837702,,,,,,,,,,,9/13/2018,102,2,2,yes,1,yes,1,"plants 1, 2 are <3 m apart"
AS031,MW018,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,8,7/13/2018,43.484111,-79.837702,,,,,,,,,,,9/13/2018,118,3,5,yes,1,yes,1,"plants 1, 2 are <3 m apart"
AS031,MW018,3,1,2,2,0,0,0,4,0,1,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,8,7/13/2018,43.484111,-79.837702,,,,,,,,,,,9/13/2018,90,4,3,yes,1,yes,1,
AS031,MW018,4,2,0,1,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,0,7/13/2018,43.484111,-79.837702,,,,,,,,,,,9/13/2018,87,2,2,yes,1,yes,1,
AS031,MW018,5,0,3,0,2,0,1,2,3,0,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,11,7/13/2018,43.484111,-79.837702,,,,,,,,,,,9/13/2018,105,2,3,yes,1,yes,1,
AS032,MW019,1,0,0,0,Aborted inflorescence,Aborted inflorescence,Aborted inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,43.41401,-79.953028,,,,,,,,,,,9/13/2018,105,1,4,yes,1,yes,1,all plants < 3 m apart
AS032,MW019,2,0,1,1,5,1,5,0,3,1,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,43.41401,-79.953028,1,,,,,,,,,,9/13/2018,118,2,5,yes,1,yes,1,all plants < 3 m apart
AS032,MW019,3,3,4,3,1,4,0,1,2,0,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,43.41401,-79.953028,Monarch eggs,,,,,,,,,,9/13/2018,123,1,3,yes,1,yes,1,all plants < 3 m apart
AS032,MW019,4,1,0,3,4,3,0,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,43.41401,-79.953028,,,,,,,,,,,9/13/2018,104,3,3,yes,1,yes,1,all plants < 3 m apart
AS032,MW019,5,4,3,2,1,3,3,Third inflorescence too old,Third inflorescence too old,Third inflorescence too old,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,43.41401,-79.953028,***STOPPED ADDING INSECT DATA TO SPREADSHEET***,,,,,,,,,,9/13/2018,92,1,2,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,1,3,4,1,3,0,4,2,4,4,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,43.387612,-79.959232,,,,,,,,,,,9/13/2018,99,1,3,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,2,2,4,4,3,5,5,5,4,2,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,43.387612,-79.959232,,,,,,,,,,,9/13/2018,136,3,6,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,3,4,4,5,3,1,0,5,4,5,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,43.387612,-79.959232,,,,,,,,,,,9/13/2018,108,1,3,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,4,5,5,2,4,5,5,4,3,2,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,43.387612,-79.959232,,,,,,,,,,,9/13/2018,123,1,7,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,5,3,5,3,3,4,3,4,1,2,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,43.387612,-79.959232,,,,,,,,,,,9/13/2018,144,3,5,yes,1,yes,1,all plants < 3 m apart
AS034,MW021,1,3,1,3,3,4,5,3,5,4,1500,60,Y,Cropland,,Middle,0,7/13/2018,43.399222,-79.930576,,,,,,,,,,,9/13/2018,120,3,3,yes,1,yes,1,"plants 1, 2 < 3m apart"
AS034,MW021,2,3,2,2,2,2,1,Undeveloped third inflorescence,Undeveloped third inflorescence,Undeveloped third inflorescence,1500,60,N,Cropland,,Middle,0,7/13/2018,43.399222,-79.930576,,,,,,,,,,,9/13/2018,113,4,3,yes,1,yes,1,"plants 1, 2 < 3m apart"
AS034,MW021,3,1,0,5,5,2,5,4,5,3,1500,60,N,Cropland,,Middle,0,7/13/2018,43.399222,-79.930576,,,,,,,,,,,9/13/2018,133,1,3,yes,1,yes,1,"plants 3, 4 < 3m apart"
AS034,MW021,4,1,3,1,1,3,3,2,4,3,1500,60,N,Cropland,,Middle,0,7/13/2018,43.399222,-79.930576,,,,,,,,,,,9/13/2018,86,2,3,yes,1,yes,1,"plants 3, 4 < 3m apart"
AS034,MW021,5,2,3,2,1,2,0,3,3,4,1500,60,"Y, eggs",Cropland,,Middle,0,7/13/2018,43.399222,-79.930576,,,,,,,,,,,9/13/2018,152,6,7,yes,1,yes,1,
AS035,MW022,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,30,13,N,"Developed, Low Intensity
Cropland",No inflorescences; young population?,Not sure,0,7/13/2018,43.377146,-79.973861,,,,,,,,,,,9/13/2018,35,0,0,yes,1,no,0,Only 4 plants
AS035,MW022,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,30,13,N,"Developed, Low Intensity
Cropland",No inflorescences; young population?,Not sure,0,7/13/2018,43.377146,-79.973861,,,,,,,,,,,9/13/2018,40,0,0,yes,1,no,0,Only 4 plants
AS035,MW022,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,30,13,N,"Developed, Low Intensity
Cropland",No inflorescences; young population?,Not sure,0,7/13/2018,43.377146,-79.973861,,,,,,,,,,,9/13/2018,33,0,0,yes,1,no,0,Only 4 plants
AS035,MW022,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,30,13,N,"Developed, Low Intensity
Cropland",No inflorescences; young population?,Not sure,0,7/13/2018,43.377146,-79.973861,,,,,,,,,,,9/13/2018,53,0,0,yes,1,no,0,Only 4 plants
AS035,MW022,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,30,13,N,"Developed, Low Intensity
Cropland",No inflorescences; young population?,Not sure,0,7/13/2018,43.377146,-79.973861,,,,,,,,,,,9/13/2018,N/A,N/A,N/A,N/A,0,N/A,0,Only 4 plants
AS036,MW023,1,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped first inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,Undeveloped second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,600,20,N,"Developed, Low Intensity
Cropland",Recently mowed,Late,0,7/13/2018,43.371308,-79.981819,,,,,,,,,,,9/13/2018,90,0,0,yes,1,no,0,Plants 1 and 2 are less than 3 m apart
AS036,MW023,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,600,20,N,"Developed, Low Intensity
Cropland",Recently mowed,Late,0,7/13/2018,43.371308,-79.981819,,,,,,,,,,,9/13/2018,56,0,0,yes,1,no,0,Plants 1 and 2 are less than 3 m apart
AS036,MW023,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,600,20,N,"Developed, Low Intensity
Cropland",Recently mowed,Late,5,7/13/2018,43.371308,-79.981819,,,,,,,,,,,9/13/2018,67,0,0,yes,1,no,0,"Plants 3, 4, 5 are less than 3 m apart"
AS036,MW023,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,600,20,N,"Developed, Low Intensity
Cropland",Recently mowed,Late,0,7/13/2018,43.371308,-79.981819,,,,,,,,,,,9/13/2018,113,3,2,yes,1,yes,1,"Plants 3, 4, 5 are less than 3 m apart"
AS036,MW023,5,First inflorescence too old,First inflorescence too old,First inflorescence too old,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,600,20,N,"Developed, Low Intensity
Cropland",Recently mowed,Late,0,7/13/2018,43.371308,-79.981819,,,,,,,,,,,9/13/2018,100,0,0,yes,1,no,0,"Plants 3, 4, 5 are less than 3 m apart"
AS037,MW024,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2,2,N,"Developed, Low Intensity
Cropland",,Not sure,0,7/13/2018,43.363349,-80.01471,,,,,,,,,,,9/13/2018,54,0,0,yes,1,no,0,< 3m apart. Lots of herbivory
AS037,MW024,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,2,2,N,"Developed, Low Intensity
Cropland",,Not sure,0,7/13/2018,43.363349,-80.01471,,,,,,,,,,,9/13/2018,63,0,0,yes,1,no,0,< 3m apart. Lots of herbivory
AS038,MW025,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,3,12,N,"Developed, High Intensity
Developed, Medium Intensity",Young population,Not sure,0,7/16/2018,43.726774,-79.432109,,,,,,,,,,,9/10/2018,70,0,0,yes,1,no,0,plants all less than 3 m apart from each other
AS038,MW025,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,3,12,N,"Developed, High Intensity
Developed, Medium Intensity",Young population,Not sure,0,7/16/2018,43.726774,-79.432109,,,,,,,,,,,9/10/2018,50,0,0,yes,1,no,0,plants all less than 3 m apart from each other
AS038,MW025,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,3,12,N,"Developed, High Intensity
Developed, Medium Intensity",Young population,Not sure,0,7/16/2018,43.726774,-79.432109,,,,,,,,,,,9/10/2018,64,0,0,yes,1,no,0,plants all less than 3 m apart from each other
AS038,MW025,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,3,12,N,"Developed, High Intensity
Developed, Medium Intensity",Young population,Not sure,0,7/16/2018,43.726774,-79.432109,,,,,,,,,,,9/10/2018,30,0,0,yes,1,no,0,plants all less than 3 m apart from each other
AS038,MW025,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,3,12,N,"Developed, High Intensity
Developed, Medium Intensity",Young population,Not sure,0,7/16/2018,43.726774,-79.432109,,,,,,,,,,,9/10/2018,69,0,0,yes,1,no,0,plants all less than 3 m apart from each other
AS039,MW026,1,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,160,8,N,"Developed, High Intensity
Developed, Open Space",Next to school and highway. 3 monarch eggs. Flemington Park area.,Late,0,7/16/2018,43.719453,-79.445163,,,,,,,,,,,9/10/2018,77,3,2,yes,1,yes,1,3m apart from plant 2 only
AS039,MW026,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,160,8,N,"Developed, High Intensity
Developed, Open Space",Next to school and highway. 3 monarch eggs. Flemington Park area.,Late,0,7/16/2018,43.719453,-79.445163,,,,,,,,,,,9/10/2018,105,4,3,yes,1,yes,1,3m apart from other plants
AS039,MW026,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,160,8,N,"Developed, High Intensity
Developed, Open Space",Next to school and highway. 3 monarch eggs. Flemington Park area.,Late,0,7/16/2018,43.719453,-79.445163,,,,,,,,,,,9/10/2018,69,0,0,yes,1,no,0,3m apart from plant 2 only
AS039,MW026,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,160,8,N,"Developed, High Intensity
Developed, Open Space",Next to school and highway. 3 monarch eggs. Flemington Park area.,Late,6,7/16/2018,43.719453,-79.445163,,,,,,,,,,,9/10/2018,55,0,0,yes,1,no,0,3m apart from plant 2 only
AS039,MW026,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,160,8,N,"Developed, High Intensity
Developed, Open Space",Next to school and highway. 3 monarch eggs. Flemington Park area.,Late,3,7/16/2018,43.719453,-79.445163,,,,,,,,,,,9/10/2018,38,0,0,yes,1,no,0,3m apart from plant 2 only
AS040,MW027,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,48,60,N,"Developed, Open Space
Developed, High Intensity
Developed, Medium Intensity",In Baycrest Park garden area. Looks wild; dispersed in weeds.,Mid-Late,2,7/16/2018,43.726466,-79.445593,,,,,,,,,,,9/10/2018,99,4,2,yes,1,yes,1,most of the plants from this site have been mowed or removed; only 20 plants remain
AS040,MW027,2,First inflorescence too old,First inflorescence too old,First inflorescence too old,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,48,60,N,"Developed, Open Space
Developed, High Intensity
Developed, Medium Intensity",In Baycrest Park garden area. Looks wild; dispersed in weeds.,Mid-Late,4,7/16/2018,43.726466,-79.445593,,,,,,,,,,,9/10/2018,70,4,2,yes,1,yes,1,most of the plants from this site have been mowed or removed; only 20 plants remain
AS040,MW027,3,4,2,0,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,48,60,N,"Developed, Open Space
Developed, High Intensity
Developed, Medium Intensity",In Baycrest Park garden area. Looks wild; dispersed in weeds.,Mid-Late,1,7/16/2018,43.726466,-79.445593,,,,,,,,,,,9/10/2018,79,2,2,yes,1,yes,1,most of the plants from this site have been mowed or removed; only 20 plants remain
AS040,MW027,4,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,48,60,N,"Developed, Open Space
Developed, High Intensity
Developed, Medium Intensity",In Baycrest Park garden area. Looks wild; dispersed in weeds.,Mid-Late,8,7/16/2018,43.726466,-79.445593,,,,,,,,,,,9/10/2018,79,3,2,yes,1,yes,1,most of the plants from this site have been mowed or removed; only 20 plants remain
AS040,MW027,5,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,48,60,N,"Developed, Open Space
Developed, High Intensity
Developed, Medium Intensity",In Baycrest Park garden area. Looks wild; dispersed in weeds.,Mid-Late,10,7/16/2018,43.726466,-79.445593,,,,,,,,,,,9/10/2018,75,3,1,yes,1,yes,1,most of the plants from this site have been mowed or removed; only 20 plants remain
AS041,MW028,1,First inflorescence too old,First inflorescence too old,First inflorescence too old,Second inflorescence too old,Second inflorescence too old,Second inflorescence too old,No third inflorescence,No third inflorescence,No third inflorescence,4000,18,N,"Developed, Open Space
Developed, Medium Intensity",Caledonia Park,Late,1,7/16/2018,43.713472,-79.463271,,,,,,,,,,,9/10/2018,97,2,1,yes,1,yes,1,plants 1 and 2 are less than 3 m apart; plants 4 and 5 are less than 3 m apart
AS041,MW028,2,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4000,18,N,"Developed, Open Space
Developed, Medium Intensity",Caledonia Park,Late,4,7/16/2018,43.713472,-79.463271,,,,,,,,,,,9/10/2018,85,1,1,yes,1,yes,1,plants 1 and 2 are less than 3 m apart; plants 4 and 5 are less than 3 m apart
AS041,MW028,3,No first inflorescence,No first inflorescence,No first inflorescence,No second inflorescence,No second inflorescence,No second inflorescence,No third inflorescence,No third inflorescence,No third inflorescence,4000,18,N,"Developed, Open Space
Developed, Medium Intensity",Caledonia Park,Late,0,7/16/2018,43.713472,-79.463271,,,,,,,,,,,9/10/2018,56,0,0,yes,1,no,0,plants 1 and 2 are less than 3 m apart; plants 4 and 5 are less than 3 m apart
